laneType,teamId,timestamp,type,gameId,positionX,positionY
BOT_LANE,200,8.528166666666667,TURRET_PLATE_DESTROYED,2677225,13866,4505
MID_LANE,200,8.947166666666666,TURRET_PLATE_DESTROYED,2677225,8955,8510
TOP_LANE,200,11.345233333333333,TURRET_PLATE_DESTROYED,2677225,4318,13875
MID_LANE,200,11.434716666666667,TURRET_PLATE_DESTROYED,2677225,8955,8510
TOP_LANE,200,11.502533333333334,TURRET_PLATE_DESTROYED,2677225,4318,13875
BOT_LANE,100,12.293666666666667,TURRET_PLATE_DESTROYED,2677225,10504,1029
BOT_LANE,200,13.513883333333334,TURRET_PLATE_DESTROYED,2677225,13866,4505
BOT_LANE,200,13.513883333333334,TURRET_PLATE_DESTROYED,2677225,13866,4505
TOP_LANE,200,13.820283333333334,TURRET_PLATE_DESTROYED,2677225,4318,13875
TOP_LANE,200,6.439916666666667,TURRET_PLATE_DESTROYED,2677229,4318,13875
TOP_LANE,200,6.9008,TURRET_PLATE_DESTROYED,2677229,4318,13875
BOT_LANE,100,8.30885,TURRET_PLATE_DESTROYED,2677229,10504,1029
MID_LANE,100,11.727483333333334,TURRET_PLATE_DESTROYED,2677229,5846,6396
TOP_LANE,100,12.2953,TURRET_PLATE_DESTROYED,2677229,981,10441
BOT_LANE,200,12.471583333333333,TURRET_PLATE_DESTROYED,2677229,13866,4505
BOT_LANE,200,12.573883333333333,TURRET_PLATE_DESTROYED,2677229,13866,4505
MID_LANE,100,12.696483333333333,TURRET_PLATE_DESTROYED,2677229,5846,6396
TOP_LANE,200,12.962783333333334,TURRET_PLATE_DESTROYED,2677229,4318,13875
MID_LANE,200,9.2398,TURRET_PLATE_DESTROYED,2677230,8955,8510
TOP_LANE,200,10.39035,TURRET_PLATE_DESTROYED,2677230,4318,13875
TOP_LANE,200,10.4516,TURRET_PLATE_DESTROYED,2677230,4318,13875
BOT_LANE,200,11.844383333333333,TURRET_PLATE_DESTROYED,2677230,13866,4505
TOP_LANE,100,12.333966666666667,TURRET_PLATE_DESTROYED,2677230,981,10441
MID_LANE,200,13.24625,TURRET_PLATE_DESTROYED,2677230,8955,8510
BOT_LANE,200,13.370766666666666,TURRET_PLATE_DESTROYED,2677230,13866,4505
MID_LANE,200,13.390266666666667,TURRET_PLATE_DESTROYED,2677230,8955,8510
BOT_LANE,200,13.479233333333333,TURRET_PLATE_DESTROYED,2677230,13866,4505
MID_LANE,200,13.76465,TURRET_PLATE_DESTROYED,2677230,8955,8510
BOT_LANE,100,5.0397,TURRET_PLATE_DESTROYED,2677232,10504,1029
BOT_LANE,100,8.04595,TURRET_PLATE_DESTROYED,2677232,10504,1029
TOP_LANE,200,8.458066666666667,TURRET_PLATE_DESTROYED,2677232,4318,13875
MID_LANE,100,8.87385,TURRET_PLATE_DESTROYED,2677232,5846,6396
BOT_LANE,200,10.89435,TURRET_PLATE_DESTROYED,2677232,13866,4505
TOP_LANE,100,11.066233333333333,TURRET_PLATE_DESTROYED,2677232,981,10441
BOT_LANE,200,11.115316666666667,TURRET_PLATE_DESTROYED,2677232,13866,4505
MID_LANE,100,11.762583333333334,TURRET_PLATE_DESTROYED,2677232,5846,6396
BOT_LANE,200,11.967533333333334,TURRET_PLATE_DESTROYED,2677232,13866,4505
BOT_LANE,100,12.923683333333333,TURRET_PLATE_DESTROYED,2677232,10504,1029
BOT_LANE,100,13.267316666666666,TURRET_PLATE_DESTROYED,2677232,10504,1029
TOP_LANE,200,13.332966666666668,TURRET_PLATE_DESTROYED,2677232,4318,13875
MID_LANE,100,13.381833333333333,TURRET_PLATE_DESTROYED,2677232,5846,6396
